#agent	time	s_region	s_node	t_region	t_node
2245	136103	451	361	393	505
2246	136189	450	360	339	455
2247	136198	261	366	453	364
2248	136241	449	359	387	492
2249	136285	451	361	268	373
2250	136390	452	363	379	484
2251	136496	356	471	451	361
2252	136499	450	360	440	545
2253	136537	370	458	453	364
2254	136619	449	359	357	472
2255	136683	452	363	306	434
2256	136704	280	385	451	361
2257	136751	450	360	417	522
2258	136764	454	362	430	535
2259	136778	453	364	374	479
2260	136862	285	390	450	360
2261	136904	347	408	452	363
2262	136947	450	360	313	427
2263	136978	411	516	454	362
2264	137030	275	380	453	364
2265	137124	435	547	451	361
2266	137157	421	526	449	359
2267	137238	310	430	452	363
2268	137265	449	359	384	489
2269	137378	429	534	454	362
2270	137456	453	364	308	432
2271	137562	450	360	430	535
2272	137607	454	362	332	448
2273	137628	451	361	321	422
2274	137707	386	491	451	361
2275	137809	454	362	432	537
2276	137915	270	375	450	360
2277	137940	453	364	445	540
2278	137997	453	364	289	394
2279	138022	310	430	453	364
2280	138056	454	362	423	528
2281	138152	451	361	440	545
2282	138172	454	362	377	482
2283	138240	425	530	451	361
2284	138256	454	362	343	415
2285	138317	449	359	426	531
2286	138334	452	363	327	443
2287	138368	453	364	308	432
2288	138467	372	456	451	361
2289	138572	310	430	454	362
2290	138590	454	362	279	384
2291	138611	449	359	297	401
2292	138714	313	427	453	364
2293	138758	454	362	431	536
2294	138854	453	364	339	455
2295	138945	335	451	450	360
2296	139003	284	389	451	361
2297	139037	453	364	279	384
2298	139102	304	436	451	361
2299	139180	353	468	453	364
2300	139245	450	360	425	530
2301	139264	453	364	429	534
2302	139359	452	363	366	462
2303	139443	451	361	308	432
2304	139462	450	360	284	389
2305	139543	268	373	449	359
2306	139578	449	359	430	535
2307	139620	451	361	276	381
2308	139707	450	360	318	419
2309	139761	451	361	408	513
2310	139817	449	359	423	528
2311	139885	351	466	449	359
2312	139955	317	423	449	359
2313	139994	452	363	302	406
2314	140015	419	524	449	359
2315	140117	289	394	449	359
2316	140176	433	538	454	362
2317	140225	454	362	305	435
2318	140276	418	523	454	362
2319	140308	453	364	346	412
2320	140388	452	363	377	482
2321	140500	423	528	450	360
2322	140522	388	493	452	363
2323	140612	290	395	450	360
2324	140709	454	362	294	398
2325	140740	454	362	297	401
2326	140744	293	397	452	363
2327	140755	453	364	265	370
2328	140797	374	479	453	364
2329	140870	449	359	378	483
2330	140952	328	444	449	359
2331	141006	453	364	298	402
2332	141077	291	407	449	359
2333	141101	450	360	355	470
2334	141114	449	359	283	388
2335	141206	388	493	450	360
2336	141279	452	363	442	543
2337	141333	271	376	450	360
2338	141440	415	520	453	364
2339	141535	449	359	432	537
2340	141560	404	509	454	362
2341	141665	454	362	408	513
2342	141742	452	363	318	419
2343	141813	292	396	454	362
2344	141930	365	463	449	359
2345	141953	449	359	383	488
2346	142054	291	407	454	362
2347	142099	326	442	453	364
2348	142130	306	434	449	359
2349	142165	307	433	449	359
2350	142244	454	362	357	472
2351	142332	451	361	396	502
2352	142390	359	474	451	361
2353	142460	449	359	356	471
2354	142580	452	363	419	524
2355	142632	452	363	316	424
2356	142698	274	379	451	361
2357	142807	454	362	430	535
2358	142917	454	362	415	520
2359	142979	454	362	405	510
2360	142993	449	359	424	529
2361	143019	277	382	454	362
2362	143119	435	547	453	364
2363	143180	452	363	413	518
2364	143285	454	362	435	547
2365	143393	454	362	432	537
2366	143438	411	516	449	359
2367	143552	450	360	386	491
2368	143617	397	501	454	362
2369	143638	301	405	454	362
2370	143646	454	362	369	459
2371	143749	299	403	454	362
2372	143787	452	363	436	548
2373	143810	262	367	452	363
2374	143877	294	398	451	361
2375	143900	309	431	452	363
2376	144019	371	457	454	362
2377	144071	373	478	453	364
2378	144074	330	446	453	364
2379	144136	451	361	420	525
2380	144149	450	360	412	517
2381	144246	451	361	427	532
2382	144285	267	372	453	364
2383	144285	453	364	347	408
2384	144395	449	359	353	468
2385	144430	296	400	449	359
2386	144449	359	474	453	364
2387	144510	347	408	450	360
2388	144591	451	361	293	397
2389	144635	451	361	419	524
2390	144675	451	361	267	372
2391	144779	340	418	454	362
2392	144811	454	362	444	541
2393	144842	289	394	453	364
2394	144923	287	392	449	359
2395	144950	450	360	432	537
2396	144992	451	361	350	411
2397	144995	271	376	452	363
2398	145115	262	367	454	362
2399	145120	449	359	297	401
2400	145219	266	371	449	359
2401	145314	454	362	365	463
2402	145335	431	536	452	363
2403	145383	391	496	450	360
2404	145440	363	465	451	361
2405	145554	438	550	451	361
2406	145632	300	404	449	359
2407	145699	307	433	450	360
2408	145705	449	359	317	423
2409	145811	449	359	415	520
2410	145859	335	451	450	360
2411	145971	453	364	367	461
2412	146058	276	381	450	360
2413	146154	453	364	375	480
2414	146257	427	532	452	363
2415	146280	302	406	449	359
2416	146310	451	361	378	483
2417	146374	361	476	450	360
2418	146407	451	361	268	373
2419	146490	449	359	299	403
2420	146581	297	401	450	360
2421	146610	453	364	332	448
2422	146691	451	361	333	449
2423	146801	352	467	452	363
2424	146903	374	479	454	362
2425	146958	450	360	286	391
2426	146986	449	359	377	482
2427	146998	449	359	409	514
2428	147069	329	445	454	362
2429	147082	454	362	264	369
2430	147199	438	550	450	360
2431	147248	332	448	452	363
2432	147252	387	492	453	364
2433	147346	452	363	366	462
2434	147388	384	489	452	363
2435	147434	453	364	383	488
2436	147503	345	413	451	361
2437	147595	381	486	449	359
2438	147712	282	387	453	364
2439	147731	415	520	451	361
2440	147822	454	362	279	384
2441	147888	314	426	451	361
2442	147936	366	462	452	363
2443	147991	452	363	354	469
2444	148000	449	359	343	415
2445	148045	367	461	453	364
2446	148098	454	362	384	489
2447	148196	325	441	449	359
2448	148260	291	407	452	363
2449	148332	405	510	449	359
2450	148398	353	468	450	360
2451	148428	441	544	451	361
2452	148499	452	363	297	401
2453	148600	449	359	408	513
2454	148711	451	361	431	536
2455	148802	450	360	313	427
2456	148858	343	415	450	360
2457	148895	454	362	313	427
2458	148933	451	361	409	514
2459	149013	356	471	454	362
2460	149034	400	498	451	361
2461	149109	303	437	452	363
2462	149171	265	370	451	361
2463	149262	454	362	361	476
2464	149332	449	359	283	388
2465	149434	449	359	282	387
2466	149505	449	359	327	443
2467	149542	449	359	403	508
2468	149547	451	361	328	444
2469	149663	450	360	260	365
2470	149772	454	362	270	375
2471	149859	436	548	453	364
2472	149966	452	363	383	488
2473	149979	299	403	454	362
2474	150028	404	509	450	360
2475	150125	350	411	454	362
2476	150150	452	363	392	497
2477	150156	299	403	451	361
2478	150167	379	484	452	363
2479	150186	449	359	302	406
2480	150229	411	516	450	360
2481	150325	336	452	450	360
2482	150421	382	487	454	362
2483	150484	449	359	269	374
2484	150532	281	386	452	363
2485	150586	316	424	449	359
2486	150620	449	359	280	385
2487	150707	453	364	305	435
2488	150770	383	488	449	359
2489	150784	453	364	281	386
2490	150845	293	397	452	363
2491	150964	454	362	338	454
2492	151028	391	496	454	362
2493	151111	454	362	312	428
2494	151163	452	363	366	462
2495	151282	417	522	452	363
2496	151291	307	433	449	359
2497	151304	452	363	325	441
2498	151412	312	428	452	363
2499	151422	308	432	454	362
2500	151457	450	360	297	401
2501	151557	452	363	346	412
2502	151611	452	363	293	397
2503	151727	295	399	454	362
2504	151807	449	359	399	499
2505	151891	266	371	449	359
2506	151897	366	462	452	363
2507	151955	347	408	454	362
2508	151967	452	363	414	519
2509	152080	453	364	335	451
2510	152156	452	363	269	374
2511	152223	303	437	453	364
2512	152286	452	363	378	483
2513	152315	453	364	395	503
2514	152318	454	362	301	405
2515	152413	406	511	453	364
2516	152433	454	362	394	504
2517	152481	419	524	451	361
2518	152551	452	363	439	546
2519	152562	437	549	450	360
2520	152661	305	435	451	361
2521	152661	450	360	338	454
2522	152714	263	368	452	363
2523	152809	440	545	449	359
2524	152841	422	527	453	364
2525	152938	439	546	454	362
2526	153051	434	539	452	363
2527	153149	278	383	449	359
2528	153162	454	362	285	390
2529	153168	338	454	454	362
2530	153203	451	361	423	528
2531	153278	302	406	452	363
2532	153290	334	450	452	363
2533	153373	450	360	423	528
2534	153426	321	422	450	360
2535	153541	318	419	453	364
2536	153649	292	396	452	363
2537	153722	311	429	450	360
2538	153809	416	521	449	359
2539	153904	449	359	369	459
2540	153924	449	359	395	503
2541	153986	451	361	347	408
2542	154039	450	360	423	528
2543	154147	451	361	315	425
2544	154200	452	363	343	415
2545	154251	305	435	450	360
2546	154327	451	361	371	457
2547	154395	451	361	418	523
2548	154409	451	361	383	488
2549	154528	329	445	452	363
2550	154529	445	540	453	364
2551	154576	452	363	421	526
2552	154646	454	362	315	425
2553	154701	310	430	449	359
2554	154737	280	385	449	359
2555	154831	381	486	449	359
2556	154948	450	360	326	588
2557	155044	272	377	453	364
2558	155158	451	361	410	515
2559	155178	449	359	263	368
2560	155182	435	547	452	363
2561	155228	384	489	451	361
2562	155342	391	496	454	362
2563	155358	363	465	454	362
2564	155414	453	364	313	427
2565	155421	450	360	270	375
2566	155485	264	369	450	360
2567	155554	450	360	311	429
2568	155656	415	520	449	359
2569	155764	403	508	453	364
2570	155837	449	359	428	533
2571	155861	263	368	453	364
2572	155935	452	363	307	433
2573	156022	426	531	450	360
2574	156100	437	549	451	361
2575	156123	366	462	449	359
2576	156231	453	364	309	431
2577	156249	454	362	330	446
2578	156281	451	361	422	527
2579	156369	454	362	336	452
2580	156406	449	359	405	510
2581	156492	357	472	454	362
2582	156512	264	369	451	361
2583	156527	454	362	387	492
2584	156628	450	360	282	387
2585	156634	349	410	452	363
2586	156716	450	360	317	423
2587	156811	354	469	449	359
2588	156820	451	361	329	445
2589	156863	397	501	454	362
2590	156922	357	472	450	360
2591	157017	323	439	453	364
2592	157096	416	521	454	362
2593	157128	450	360	400	498
2594	157185	359	474	453	364
2595	157203	345	413	453	364
2596	157314	414	519	453	364
2597	157417	454	362	313	427
2598	157479	453	364	432	537
2599	157538	450	360	439	546
2600	157538	450	360	333	449
2601	157602	450	360	269	374
2602	157626	452	363	294	398
2603	157733	453	364	382	487
2604	157734	326	442	452	363
2605	157844	450	360	411	516
2606	157908	350	411	454	362
2607	157958	430	535	452	363
2608	157979	453	364	263	368
2609	158001	330	446	451	361
2610	158109	454	362	428	533
2611	158128	412	517	453	364
2612	158163	449	359	324	440
2613	158251	421	526	454	362
2614	158294	449	359	335	451
2615	158302	452	363	393	505
2616	158327	450	360	366	462
2617	158344	449	359	270	375
2618	158351	452	363	409	514
2619	158406	279	384	450	360
2620	158472	454	362	394	504
2621	158558	453	364	312	428
2622	158669	263	368	449	359
2623	158789	389	494	450	360
2624	158883	327	443	451	361
2625	158914	451	361	364	464
2626	159004	452	363	317	423
2627	159089	271	376	452	363
2628	159189	377	482	452	363
2629	159237	314	426	449	359
2630	159268	454	362	376	481
2631	159365	452	363	415	520
2632	159435	278	383	453	364
2633	159459	414	519	452	363
2634	159540	454	362	286	391
2635	159562	451	361	305	435
2636	159618	303	437	449	359
2637	159715	280	385	453	364
2638	159820	381	486	450	360
2639	159927	441	544	451	361
2640	159973	380	485	451	361
2641	160082	367	461	454	362
2642	160099	330	446	454	362
2643	160155	450	360	402	507
2644	160236	449	359	260	365
2645	160356	260	365	451	361
2646	160420	450	360	376	481
2647	160459	384	489	453	364
2648	160462	323	439	451	361
2649	160532	335	451	449	359
2650	160649	453	364	392	497
2651	160764	432	537	450	360
2652	160824	450	360	429	534
2653	160860	411	516	449	359
2654	160867	451	361	417	522
2655	160952	444	541	451	361
2656	161024	452	363	321	422
2657	161035	453	364	435	547
2658	161036	432	537	452	363
2659	161077	289	394	449	359
2660	161110	450	360	307	433
2661	161173	449	359	413	518
2662	161290	453	364	355	470
2663	161314	452	363	410	515
2664	161320	317	423	452	363
2665	161414	364	464	453	364
2666	161438	356	471	454	362
2667	161529	449	359	337	453
2668	161649	451	361	358	473
2669	161737	357	472	449	359
2670	161856	362	477	451	361
2671	161918	333	449	451	361
2672	161943	452	363	350	411
2673	162015	450	360	271	376
2674	162075	414	519	452	363
2675	162173	452	363	366	462
2676	162185	450	360	396	502
2677	162211	449	359	287	392
2678	162278	346	412	449	359
2679	162394	449	359	433	538
2680	162486	449	359	357	472
2681	162539	277	382	450	360
2682	162631	453	364	314	426
2683	162724	450	360	385	490
2684	162761	451	361	400	498
2685	162833	449	359	292	396
2686	162873	452	363	270	375
2687	162989	337	453	454	362
2688	163067	453	364	443	542
2689	163090	353	468	450	360
2690	163175	453	364	288	393
2691	163294	413	518	453	364
2692	163414	425	530	454	362
2693	163426	452	363	335	451
2694	163434	321	422	453	364
2695	163501	368	460	452	363
2696	163583	368	460	453	364
2697	163612	265	370	450	360
2698	163625	271	376	454	362
2699	163700	452	363	437	549
2700	163773	453	364	387	492
2701	163826	449	359	356	471
2702	163943	417	522	452	363
2703	164000	422	527	454	362
2704	164062	402	507	453	364
2705	164162	296	400	450	360
2706	164234	450	360	395	503
2707	164253	420	525	452	363
2708	164353	452	363	380	485
2709	164446	454	362	347	408
2710	164530	450	360	385	490
2711	164568	440	545	452	363
2712	164579	453	364	327	443
2713	164634	454	362	395	503
2714	164643	454	362	302	406
2715	164726	422	527	454	362
2716	164730	330	446	454	362
2717	164798	413	518	449	359
2718	164867	290	395	449	359
2719	164881	449	359	350	411
2720	164955	327	443	452	363
2721	164991	324	440	452	363
2722	165026	370	458	454	362
2723	165100	452	363	323	439
2724	165178	397	501	451	361
2725	165186	449	359	378	483
2726	165187	316	424	452	363
2727	165234	400	498	449	359
2728	165273	263	368	451	361
2729	165389	450	360	268	373
2730	165471	451	361	372	456
2731	165563	415	520	454	362
2732	165582	426	531	454	362
2733	165665	453	364	380	485
2734	165719	450	360	316	424
2735	165806	453	364	433	538
2736	165871	269	374	451	361
2737	165913	449	359	377	482
2738	166000	450	360	307	433
2739	166102	308	432	449	359
2740	166188	449	359	293	397
2741	166238	449	359	403	508
2742	166286	329	445	450	360
2743	166375	451	361	288	393
2744	166479	357	472	454	362
2745	166480	450	360	398	500
2746	166524	440	545	449	359
2747	166553	449	359	336	452
2748	166642	452	363	376	481
2749	166732	453	364	355	470
2750	166835	370	458	450	360
2751	166852	454	362	369	459
2752	166940	334	450	454	362
2753	166959	450	360	387	492
2754	166961	453	364	346	412
2755	167053	362	477	454	362
2756	167112	454	362	430	535
2757	167210	452	363	289	394
2758	167241	450	360	262	367
2759	167300	453	364	302	406
2760	167304	292	396	453	364
2761	167386	440	545	452	363
2762	167428	454	362	285	390
2763	167515	449	359	328	444
2764	167554	284	389	451	361
2765	167656	355	470	452	363
2766	167764	432	537	453	364
2767	167813	319	420	449	359
2768	167928	397	501	450	360
2769	168038	454	362	388	493
2770	168076	390	495	452	363
2771	168179	450	360	387	492
2772	168230	372	456	452	363
2773	168314	452	363	419	524
2774	168428	310	430	451	361
2775	168451	454	362	291	407
2776	168466	324	440	454	362
2777	168472	300	404	449	359
2778	168482	287	392	450	360
2779	168530	451	361	352	467
2780	168538	421	526	450	360
2781	168648	413	518	453	364
2782	168724	452	363	284	389
2783	168770	284	389	449	359
2784	168849	440	545	453	364
2785	168868	451	361	354	469
2786	168933	336	452	453	364
2787	168958	454	362	354	469
2788	168980	452	363	352	467
2789	168989	429	534	449	359
2790	169019	453	364	317	423
2791	169089	451	361	317	423
2792	169147	441	544	451	361
2793	169167	454	362	438	550
2794	169237	450	360	430	535
2795	169268	442	543	452	363
2796	169309	450	360	430	535
2797	169412	431	536	454	362
2798	169479	452	363	401	506
2799	169587	452	363	312	428
2800	169661	276	381	449	359
2801	169693	454	362	398	500
2802	169695	316	424	450	360
2803	169735	450	360	396	502
2804	169760	454	362	361	476
2805	169828	293	397	454	362
2806	169847	406	511	451	361
2807	169947	450	360	368	460
2808	170015	452	363	432	537
2809	170030	375	480	452	363
2810	170090	433	538	449	359
2811	170151	326	588	452	363
2812	170223	294	398	452	363
2813	170249	450	360	394	504
2814	170331	452	363	373	478
2815	170377	379	484	453	364
2816	170479	278	383	453	364
2817	170563	397	501	453	364
2818	170677	450	360	282	387
2819	170737	453	364	336	452
2820	170800	449	359	390	495
2821	170876	360	475	450	360
2822	170922	340	418	450	360
2823	170987	320	421	452	363
2824	171030	453	364	404	509
2825	171148	450	360	335	451
2826	171218	378	483	454	362
2827	171311	420	525	453	364
2828	171330	454	362	331	447
2829	171359	451	361	312	428
2830	171472	452	363	347	408
2831	171482	450	360	374	479
2832	171488	401	506	454	362
2833	171548	309	431	454	362
2834	171579	450	360	421	526
2835	171591	307	433	453	364
2836	171702	277	382	453	364
2837	171780	452	363	316	424
2838	171810	321	422	451	361
2839	171880	316	424	452	363
2840	171885	382	487	452	363
2841	171940	450	360	423	528
2842	172008	454	362	425	530
2843	172038	450	360	281	386
2844	172061	355	470	450	360
2845	172136	337	453	450	360
2846	172164	341	417	453	364
2847	172206	451	361	375	480
2848	172283	452	363	437	549
2849	172289	449	359	286	391
2850	172328	353	468	454	362
2851	172397	450	360	320	421
2852	172471	343	415	452	363
2853	172546	387	492	453	364
2854	172547	451	361	382	487
2855	172593	263	368	452	363
2856	172613	362	477	450	360
2857	172674	449	359	435	547
2858	172793	321	422	452	363
2859	172844	296	400	450	360
2860	172870	387	492	454	362
2861	172970	453	364	387	492
2862	173009	452	363	339	455
2863	173038	454	362	393	505
2864	173132	454	362	270	375
2865	173163	304	436	453	364
2866	173280	452	363	284	389
2867	173378	319	420	450	360
2868	173431	294	398	454	362
2869	173466	454	362	415	520
2870	173554	323	439	453	364
2871	173665	271	376	454	362
2872	173690	454	362	265	370
2873	173705	453	364	262	367
2874	173795	450	360	268	373
2875	173833	449	359	309	431
2876	173900	451	361	403	508
2877	173981	454	362	285	390
2878	174026	261	366	453	364
2879	174052	317	423	449	359
2880	174130	309	431	450	360
2881	174153	410	515	452	363
2882	174271	453	364	332	448
2883	174313	450	360	276	381
2884	174365	454	362	352	467
2885	174438	452	363	359	474
2886	174539	368	460	449	359
2887	174605	435	547	449	359
2888	174636	433	538	450	360
2889	174697	443	542	450	360
2890	174739	355	470	452	363
2891	174826	344	414	454	362
2892	174867	372	456	453	364
2893	174987	312	428	449	359
2894	175025	450	360	287	392
2895	175068	352	467	449	359
2896	175096	450	360	292	396
2897	175211	454	362	281	386
2898	175254	391	496	451	361
2899	175263	450	360	407	587
2900	175278	364	464	454	362
2901	175303	392	497	452	363
2902	175356	454	362	272	377
2903	175381	265	370	454	362
2904	175444	437	549	453	364
2905	175479	449	359	375	480
2906	175574	278	383	454	362
2907	175622	437	549	450	360
2908	175706	341	417	452	363
2909	175779	366	462	449	359
2910	175871	419	524	451	361
2911	175928	451	361	420	525
2912	175938	450	360	367	461
2913	175955	373	478	454	362
2914	176023	449	359	352	467
2915	176112	450	360	427	532
2916	176113	451	361	444	541
2917	176113	449	359	271	376
2918	176128	451	361	285	390
2919	176205	308	432	450	360
2920	176246	449	359	416	521
2921	176333	452	363	380	485
2922	176405	443	542	453	364
2923	176479	451	361	319	420
2924	176523	449	359	387	492
2925	176639	454	362	276	381
2926	176678	450	360	337	453
2927	176746	451	361	388	493
2928	176824	329	445	452	363
2929	176864	416	521	450	360
2930	176933	406	511	451	361
2931	177039	374	479	454	362
2932	177115	449	359	370	458
2933	177180	449	359	422	527
2934	177241	452	363	366	462
2935	177300	311	429	453	364
2936	177318	454	362	354	469
2937	177398	429	534	451	361
2938	177508	347	408	451	361
2939	177574	450	360	385	490
2940	177672	452	363	290	395
2941	177745	451	361	326	442
2942	177858	438	550	452	363
2943	177969	453	364	379	484
2944	178043	286	391	452	363
2945	178108	260	365	454	362
2946	178161	399	499	453	364
2947	178268	449	359	426	531
2948	178296	398	500	453	364
2949	178397	449	359	421	526
2950	178458	449	359	268	373
2951	178569	387	492	454	362
2952	178600	451	361	279	384
2953	178682	452	363	410	515
2954	178770	451	361	282	387
2955	178836	454	362	295	399
2956	178953	276	381	451	361
2957	179052	449	359	409	514
2958	179074	392	497	449	359
2959	179141	435	547	452	363
2960	179223	343	415	452	363
2961	179267	451	361	410	515
2962	179303	450	360	393	505
2963	179307	430	535	453	364
2964	179307	325	441	454	362
2965	179386	418	523	450	360
2966	179420	449	359	418	523
2967	179524	453	364	349	410
2968	179625	305	435	452	363
2969	179712	451	361	296	400
2970	179810	453	364	341	417
2971	179916	400	498	454	362
2972	179969	305	435	454	362
2973	180032	304	436	453	364
2974	180035	454	362	368	460
2975	180086	450	360	321	422
2976	180128	378	483	454	362
2977	180225	290	395	452	363
2978	180325	314	426	451	361
2979	180337	340	418	452	363
2980	180444	450	360	346	412
2981	180532	450	360	260	365
2982	180620	376	481	453	364
2983	180633	371	457	450	360
2984	180751	278	383	454	362
2985	180843	366	462	452	363
2986	180873	406	511	451	361
2987	180950	274	379	451	361
2988	180981	354	469	451	361
2989	181088	398	500	454	362
2990	181116	409	514	451	361
2991	181131	373	478	454	362
2992	181131	450	360	275	380
2993	181164	449	359	320	421
2994	181244	427	532	450	360
2995	181332	452	363	311	429
2996	181351	453	364	421	526
2997	181439	358	473	452	363
2998	181475	413	518	449	359
2999	181568	409	514	451	361
3000	181664	450	360	358	473
3001	181752	418	523	451	361
3002	181822	336	452	454	362
3003	181913	357	472	451	361
3004	182029	414	519	450	360
3005	182039	384	489	451	361
3006	182088	450	360	443	542
3007	182143	450	360	430	535
3008	182152	323	439	450	360
3009	182176	453	364	445	540
3010	182204	417	522	452	363
3011	182273	289	394	453	364
3012	182282	402	507	454	362
3013	182296	449	359	283	388
3014	182357	452	363	278	383
3015	182470	275	380	450	360
3016	182520	451	361	424	529
3017	182583	449	359	260	365
3018	182697	453	364	415	520
3019	182742	278	383	450	360
3020	182802	452	363	387	492
3021	182812	451	361	279	384
3022	182851	454	362	417	522
3023	182878	454	362	323	439
3024	182994	450	360	312	428
3025	182995	454	362	371	457
3026	183040	274	379	453	364
3027	183097	453	364	291	407
3028	183206	286	391	451	361
3029	183227	432	537	453	364
3030	183279	451	361	371	457
3031	183363	454	362	416	521
3032	183451	420	525	454	362
3033	183512	438	550	454	362
3034	183617	276	381	452	363
3035	183722	334	450	452	363
3036	183801	423	528	454	362
3037	183810	452	363	419	524
3038	183902	429	534	451	361
3039	183928	454	362	441	544
3040	183937	449	359	375	480
3041	183977	449	359	404	509
3042	184040	312	428	451	361
3043	184123	454	362	364	464
3044	184230	313	427	451	361
3045	184348	270	375	453	364
3046	184366	375	480	449	359
3047	184482	391	496	454	362
3048	184513	417	522	451	361
3049	184605	345	413	454	362
3050	184641	357	472	454	362
3051	184733	454	362	332	448
3052	184803	450	360	329	445
3053	184827	396	502	454	362
3054	184842	399	499	452	363
3055	184870	454	362	286	391
3056	184923	289	394	449	359
3057	184968	337	453	451	361
3058	185006	336	452	454	362
3059	185060	405	510	453	364
3060	185119	403	508	451	361
3061	185165	359	474	449	359
3062	185232	452	363	383	488
3063	185235	438	550	454	362
3064	185344	453	364	337	453
3065	185445	452	363	288	393
3066	185562	452	363	273	378
3067	185635	347	408	451	361
3068	185664	418	523	454	362
3069	185743	452	363	357	472
3070	185791	415	520	452	363
3071	185799	454	362	336	452
3072	185805	275	380	452	363
3073	185824	352	467	452	363
3074	185944	454	362	409	514
3075	185946	314	426	451	361
3076	186039	452	363	383	488
3077	186073	345	413	450	360
3078	186112	370	458	454	362
3079	186159	454	362	357	472
3080	186278	302	406	450	360
3081	186331	452	363	334	450
3082	186429	451	361	302	406
3083	186472	450	360	298	402
3084	186566	418	523	453	364
3085	186592	453	364	318	419
3086	186609	452	363	278	383
3087	186672	348	409	451	361
3088	186783	454	362	437	549
3089	186846	451	361	273	378
3090	186939	405	510	449	359
3091	186991	451	361	368	460
3092	186992	449	359	278	383
3093	187032	453	364	387	492
3094	187147	308	432	452	363
3095	187237	449	359	379	484
3096	187285	450	360	411	516
3097	187346	454	362	301	405
3098	187413	450	360	303	437
3099	187528	288	393	451	361
3100	187548	423	528	452	363
3101	187600	449	359	335	451
3102	187620	453	364	288	393
3103	187669	451	361	440	545
3104	187748	452	363	421	526
3105	187805	346	412	451	361
3106	187867	451	361	309	431
3107	187981	450	360	282	387
3108	188035	352	467	452	363
3109	188133	289	394	449	359
3110	188243	350	411	452	363
3111	188338	450	360	351	466
3112	188418	450	360	435	547
3113	188461	450	360	350	411
3114	188478	357	472	451	361
3115	188544	274	379	449	359
3116	188565	378	483	451	361
3117	188674	274	379	453	364
3118	188679	278	383	451	361
3119	188738	416	521	452	363
3120	188772	434	539	452	363
3121	188801	432	537	452	363
3122	188853	454	362	334	450
3123	188925	314	426	452	363
3124	188968	317	423	453	364
3125	188969	450	360	439	546
3126	189029	441	544	454	362
3127	189104	450	360	280	385
3128	189163	452	363	341	417
3129	189199	309	431	454	362
3130	189235	316	424	454	362
3131	189341	453	364	419	524
3132	189359	306	434	454	362
3133	189381	451	361	351	466
3134	189472	453	364	277	382
3135	189567	286	391	450	360
3136	189638	449	359	352	467
3137	189691	284	389	451	361
3138	189760	294	398	450	360
3139	189839	449	359	370	458
3140	189959	454	362	405	510
3141	190003	444	541	450	360
3142	190027	357	472	453	364
3143	190044	359	474	450	360
3144	190067	452	363	415	520
3145	190125	452	363	370	458
3146	190145	454	362	303	437
3147	190232	300	404	453	364
3148	190335	454	362	343	415
3149	190364	451	361	326	442
3150	190406	419	524	452	363
3151	190437	449	359	332	448
3152	190512	434	539	450	360
3153	190548	324	440	453	364
3154	190580	454	362	394	504
3155	190693	452	363	365	463
3156	190811	409	514	451	361
3157	190831	312	428	454	362
3158	190935	451	361	347	408
3159	191031	444	541	453	364
3160	191040	453	364	276	381
3161	191121	310	430	454	362
3162	191206	340	418	453	364
3163	191228	450	360	275	380
3164	191282	452	363	308	432
3165	191363	310	430	449	359
3166	191442	352	467	449	359
3167	191552	449	359	343	415
3168	191664	454	362	288	393
3169	191749	449	359	342	416
3170	191795	450	360	327	443
3171	191847	453	364	380	485
3172	191918	450	360	285	390
3173	191940	366	462	453	364
3174	192029	267	372	454	362
3175	192147	335	451	452	363
3176	192232	331	447	453	364
3177	192295	451	361	308	432
3178	192302	453	364	405	510
3179	192361	345	413	453	364
3180	192417	307	433	450	360
3181	192524	346	412	452	363
3182	192619	450	360	427	532
3183	192667	454	362	352	467
3184	192786	451	361	261	366
3185	192873	451	361	350	411
3186	192962	389	494	451	361
3187	193056	449	359	390	495
3188	193078	454	362	402	507
3189	193196	453	364	331	447
3190	193211	419	524	449	359
3191	193268	454	362	379	484
3192	193319	420	525	450	360
3193	193361	449	359	263	368
3194	193394	450	360	369	459
3195	193398	453	364	276	381
3196	193464	454	362	445	540
3197	193530	398	500	450	360
3198	193551	452	363	418	523
3199	193639	452	363	411	516
3200	193656	322	438	449	359
3201	193766	453	364	431	536
3202	193839	451	361	383	488
3203	193915	285	390	452	363
3204	194010	449	359	337	453
3205	194072	454	362	329	445
3206	194189	451	361	297	401
3207	194308	261	366	451	361
3208	194418	424	529	451	361
3209	194465	453	364	440	545
3210	194481	283	388	449	359
3211	194529	449	359	305	435
3212	194580	453	364	296	400
3213	194691	452	363	436	548
3214	194722	449	359	314	426
3215	194833	445	540	453	364
3216	194927	450	360	374	479
3217	194999	325	441	449	359
3218	195011	449	359	362	477
3219	195063	338	454	451	361
3220	195137	436	548	453	364
3221	195233	317	423	451	361
3222	195331	394	504	452	363
3223	195407	454	362	285	390
3224	195460	453	364	357	472
3225	195467	269	374	450	360
3226	195470	451	361	363	465
3227	195532	454	362	299	403
3228	195534	451	361	317	423
3229	195545	453	364	355	470
3230	195580	264	369	451	361
3231	195598	371	457	452	363
3232	195605	313	427	450	360
3233	195667	450	360	417	522
3234	195728	454	362	260	365
3235	195808	390	495	451	361
3236	195892	405	510	453	364
3237	195940	449	359	266	371
3238	195988	453	364	296	400
3239	196098	345	413	451	361
3240	196106	372	456	453	364
3241	196202	322	438	451	361
3242	196269	454	362	419	524
